status,file_name,timestamp,user,ip,action,event,details
,,2024-11-19T12:10:16.016084,user_121,179.213.211.129,START,,
,,2024-11-18T06:56:29.016105,user_953,184.107.115.123,,purchase,"{'item_id': 5188, 'quantity': 1, 'price': 798.0}"
,,2024-11-17T18:57:51.016117,user_223,133.188.92.39,,update,"{'item_id': 5285, 'quantity': 2, 'price': 886.98}"
,,2024-11-18T10:43:06.016130,user_854,28.99.156.13,,purchase,"{'item_id': 6562, 'quantity': 1, 'price': 210.38}"
,,2024-11-18T14:40:25.016137,user_180,192.119.81.60,,login,"{'item_id': 6085, 'quantity': 5, 'price': 707.84}"
,,2024-11-18T12:18:04.016143,user_383,103.118.54.9,,purchase,"{'item_id': 9377, 'quantity': 1, 'price': 196.64}"
Image saved,decoded_image_-8651154268051506557.jpg,,,,,,
Image saved,decoded_image_1136336625910060523.jpg,,,,,,
,,2024-11-18T02:28:03.016180,user_62,68.214.118.158,,logout,"{'item_id': 6660, 'quantity': 3, 'price': 591.11}"
,,2024-11-17T22:12:29.016191,user_896,240.62.19.134,,logout,"{'item_id': 5216, 'quantity': 2, 'price': 470.44}"
Image saved,decoded_image_7086197797651109287.jpg,,,,,,
Image saved,decoded_image_-2982157583909815880.jpg,,,,,,
,,2024-11-19T14:29:38.016213,user_219,35.21.217.139,,update,"{'item_id': 1736, 'quantity': 4, 'price': 191.99}"
,,2024-11-19T14:05:15.016222,user_904,205.59.68.110,START,,
,,2024-11-18T08:06:22.016234,user_619,42.189.81.183,,logout,"{'item_id': 1210, 'quantity': 4, 'price': 912.03}"
,,2024-11-19T15:03:59.016239,user_732,86.128.8.85,START,,
,,2024-11-18T10:23:51.016243,user_951,162.93.36.146,,purchase,"{'item_id': 2311, 'quantity': 5, 'price': 402.41}"
,,2024-11-17T22:01:25.016248,user_752,8.45.24.136,ERROR,,
,,2024-11-18T01:36:55.016251,user_198,150.92.117.11,,purchase,"{'item_id': 4006, 'quantity': 3, 'price': 906.69}"
Image saved,decoded_image_294062140787657588.jpg,,,,,,
,,2024-11-17T17:21:10.016263,user_667,196.98.54.48,,purchase,"{'item_id': 3585, 'quantity': 3, 'price': 585.78}"
,,2024-11-19T00:29:47.016268,user_537,253.177.176.126,STOP,,
,,2024-11-19T07:44:44.016276,user_658,204.184.6.121,START,,
,,2024-11-18T07:07:58.016279,user_438,22.101.13.152,,purchase,"{'item_id': 8184, 'quantity': 3, 'price': 243.58}"
,,2024-11-18T12:44:33.016305,user_143,68.162.152.185,,update,"{'item_id': 7692, 'quantity': 1, 'price': 179.66}"
Image saved,decoded_image_2678268302430459855.jpg,,,,,,
Image saved,decoded_image_-5717834517432890447.jpg,,,,,,
,,2024-11-19T16:22:02.016335,user_749,25.127.185.236,ERROR,,
,,2024-11-19T11:34:17.016350,user_908,84.163.215.31,,login,"{'item_id': 8253, 'quantity': 2, 'price': 273.93}"
,,2024-11-17T20:29:16.016361,user_370,14.2.241.229,,update,"{'item_id': 8180, 'quantity': 1, 'price': 487.85}"
Image saved,decoded_image_3443696274310778785.jpg,,,,,,
,,2024-11-18T12:44:59.016373,user_222,48.193.64.109,STOP,,
,,2024-11-18T13:13:06.016387,user_189,55.185.246.149,STOP,,
,,2024-11-17T23:08:51.016400,user_634,20.15.235.208,,purchase,"{'item_id': 6579, 'quantity': 1, 'price': 459.32}"
,,2024-11-19T07:38:18.016409,user_696,71.32.242.30,ERROR,,
Image saved,decoded_image_1122730228173872775.jpg,,,,,,
,,2024-11-18T12:32:43.016430,user_205,21.203.9.109,ERROR,,
Image saved,decoded_image_-3213886632688657765.jpg,,,,,,
,,2024-11-19T00:50:02.016460,user_519,63.18.51.212,STOP,,
,,2024-11-18T20:03:46.016466,user_959,92.110.100.175,,purchase,"{'item_id': 3635, 'quantity': 2, 'price': 448.24}"
,,2024-11-19T14:38:34.016475,user_186,254.254.175.105,,purchase,"{'item_id': 5886, 'quantity': 5, 'price': 613.13}"
,,2024-11-18T12:18:00.016481,user_150,3.73.45.250,STOP,,
Image saved,decoded_image_2925400042266628675.jpg,,,,,,
,,2024-11-19T05:55:38.016494,user_998,29.199.176.34,ERROR,,
,,2024-11-18T10:35:26.016497,user_880,111.195.202.155,ERROR,,
,,2024-11-18T00:29:40.016502,user_351,183.6.108.16,,logout,"{'item_id': 1596, 'quantity': 3, 'price': 611.9}"
,,2024-11-18T05:31:32.016510,user_633,35.68.86.134,,update,"{'item_id': 8393, 'quantity': 4, 'price': 560.85}"
,,2024-11-17T17:11:57.016528,user_544,244.138.64.52,START,,
,,2024-11-17T18:58:02.016531,user_640,161.25.32.165,,logout,"{'item_id': 6773, 'quantity': 5, 'price': 194.89}"
,,2024-11-17T19:38:31.016536,user_528,26.82.165.234,ERROR,,
,,2024-11-18T19:00:48.016549,user_145,99.88.169.133,ERROR,,
,,2024-11-18T09:05:40.016564,user_503,90.199.61.200,,update,"{'item_id': 4040, 'quantity': 3, 'price': 957.66}"
Image saved,decoded_image_-6182254322967565106.jpg,,,,,,
,,2024-11-18T23:35:32.016576,user_186,35.194.47.216,,purchase,"{'item_id': 4641, 'quantity': 3, 'price': 671.75}"
,,2024-11-18T14:46:59.016586,user_28,1.96.97.142,,logout,"{'item_id': 2090, 'quantity': 4, 'price': 811.0}"
,,2024-11-19T11:08:53.016600,user_936,156.70.81.95,,logout,"{'item_id': 8496, 'quantity': 2, 'price': 645.71}"
Image saved,decoded_image_5587729567809989459.jpg,,,,,,
,,2024-11-18T09:38:57.016621,user_473,21.92.183.2,,purchase,"{'item_id': 3937, 'quantity': 2, 'price': 520.17}"
,,2024-11-19T16:19:51.016629,user_84,211.154.230.64,,login,"{'item_id': 3310, 'quantity': 2, 'price': 832.3}"
,,2024-11-18T15:34:36.016635,user_690,155.3.229.200,,login,"{'item_id': 9910, 'quantity': 4, 'price': 806.75}"
,,2024-11-17T19:49:20.016652,user_174,112.71.82.253,STOP,,
,,2024-11-18T10:27:43.016659,user_499,40.219.84.78,,error,"{'item_id': 3196, 'quantity': 4, 'price': 60.45}"
Image saved,decoded_image_905185672601413363.jpg,,,,,,
,,2024-11-19T03:01:23.016671,user_267,115.85.91.206,,login,"{'item_id': 8419, 'quantity': 4, 'price': 244.73}"
,,2024-11-19T07:59:47.016681,user_414,240.148.250.253,STOP,,
,,2024-11-18T02:36:27.016684,user_31,111.136.192.83,,update,"{'item_id': 5014, 'quantity': 1, 'price': 949.53}"
,,2024-11-18T22:37:15.016691,user_656,57.221.76.44,ERROR,,
,,2024-11-18T12:07:14.016697,user_806,130.82.85.184,STOP,,
,,2024-11-18T14:50:37.016700,user_619,204.6.5.164,STOP,,
,,2024-11-18T18:58:13.016707,user_404,163.3.98.85,,purchase,"{'item_id': 4079, 'quantity': 1, 'price': 778.42}"
,,2024-11-18T06:42:33.016712,user_980,96.2.1.238,STOP,,
Image saved,decoded_image_4442136574720229830.jpg,,,,,,
,,2024-11-17T21:18:44.016740,user_517,247.115.132.214,,login,"{'item_id': 5751, 'quantity': 4, 'price': 451.88}"
,,2024-11-19T10:51:23.016745,user_222,237.160.48.64,,error,"{'item_id': 9391, 'quantity': 4, 'price': 858.45}"
,,2024-11-19T09:33:14.016751,user_669,228.123.164.228,START,,
,,2024-11-18T04:20:13.016756,user_952,117.16.159.221,,login,"{'item_id': 1295, 'quantity': 4, 'price': 318.42}"
,,2024-11-17T23:38:37.016765,user_725,61.29.234.135,STOP,,
,,2024-11-18T01:29:07.016784,user_389,157.91.9.193,,update,"{'item_id': 4651, 'quantity': 1, 'price': 120.32}"
,,2024-11-18T13:54:58.016790,user_384,83.192.109.31,,error,"{'item_id': 3805, 'quantity': 4, 'price': 719.12}"
,,2024-11-19T04:42:06.016795,user_831,21.108.186.160,START,,
,,2024-11-18T06:08:09.016799,user_173,164.49.78.237,,logout,"{'item_id': 8390, 'quantity': 2, 'price': 133.59}"
,,2024-11-19T00:07:32.016814,user_208,79.94.133.147,,error,"{'item_id': 8764, 'quantity': 5, 'price': 631.25}"
,,2024-11-18T13:54:05.016837,user_940,180.251.205.203,,logout,"{'item_id': 4552, 'quantity': 4, 'price': 462.84}"
,,2024-11-18T18:34:30.016851,user_924,171.223.62.78,START,,
,,2024-11-18T21:41:30.016856,user_2,224.17.242.41,,purchase,"{'item_id': 5545, 'quantity': 4, 'price': 658.53}"
,,2024-11-17T22:47:56.016869,user_393,214.79.176.140,,update,"{'item_id': 2846, 'quantity': 3, 'price': 89.51}"
,,2024-11-17T23:24:25.016874,user_246,73.214.36.68,ERROR,,
,,2024-11-18T05:10:32.016885,user_124,243.181.69.71,ERROR,,
,,2024-11-19T00:56:59.016890,user_990,63.86.250.29,ERROR,,
,,2024-11-18T00:25:47.016896,user_829,214.11.228.19,,update,"{'item_id': 4019, 'quantity': 2, 'price': 746.27}"
Image saved,decoded_image_7261980434390133991.jpg,,,,,,
,,2024-11-18T07:26:46.016925,user_686,161.118.96.165,ERROR,,
,,2024-11-19T04:30:32.016934,user_660,132.224.212.204,,purchase,"{'item_id': 1577, 'quantity': 2, 'price': 570.58}"
Image saved,decoded_image_7446313019483226638.jpg,,,,,,
,,2024-11-18T22:41:52.016965,user_946,104.130.247.237,,logout,"{'item_id': 8747, 'quantity': 2, 'price': 188.85}"
Image saved,decoded_image_5596501556943165311.jpg,,,,,,
,,2024-11-19T15:33:36.016980,user_66,162.147.243.153,STOP,,
,,2024-11-19T00:02:45.016983,user_804,100.201.173.254,START,,
Image saved,decoded_image_1809347341533613224.jpg,,,,,,
,,2024-11-19T16:04:50.016995,user_776,161.18.116.182,,purchase,"{'item_id': 1441, 'quantity': 5, 'price': 564.6}"
,,2024-11-18T05:22:01.017007,user_582,227.66.75.136,ERROR,,
,,2024-11-19T03:49:10.017011,user_965,113.92.218.231,,error,"{'item_id': 7517, 'quantity': 5, 'price': 462.52}"
,,2024-11-18T18:49:24.017018,user_628,183.102.26.132,,login,"{'item_id': 4573, 'quantity': 1, 'price': 600.66}"
,,2024-11-17T22:14:57.017030,user_333,253.34.222.68,STOP,,
,,2024-11-19T07:07:16.017055,user_704,98.145.152.92,ERROR,,
,,2024-11-18T11:45:43.017062,user_680,175.240.238.58,START,,
Image saved,decoded_image_7967985213074141733.jpg,,,,,,
,,2024-11-19T11:29:12.017081,user_408,100.174.55.82,ERROR,,
,,2024-11-17T17:35:22.017087,user_660,2.168.200.228,,purchase,"{'item_id': 7657, 'quantity': 1, 'price': 290.66}"
Image saved,decoded_image_-4487839847170045069.jpg,,,,,,
,,2024-11-18T03:01:49.017113,user_617,146.136.212.25,STOP,,
,,2024-11-19T07:55:46.017131,user_493,112.6.17.125,START,,
Image saved,decoded_image_2324077030212267150.jpg,,,,,,
,,2024-11-18T22:03:19.017141,user_157,75.104.240.134,ERROR,,
,,2024-11-19T08:40:39.017156,user_139,20.252.193.223,ERROR,,
,,2024-11-19T09:48:47.017159,user_791,95.180.254.254,STOP,,
,,2024-11-18T02:06:48.017164,user_139,191.150.67.51,ERROR,,
,,2024-11-18T22:39:48.017169,user_876,82.195.191.136,STOP,,
Image saved,decoded_image_9048663281554159972.jpg,,,,,,
,,2024-11-18T00:10:36.017205,user_188,177.124.241.78,ERROR,,
,,2024-11-17T20:42:26.017209,user_5,146.159.227.156,,purchase,"{'item_id': 3575, 'quantity': 5, 'price': 404.12}"
,,2024-11-19T05:31:43.017214,user_377,229.32.56.233,STOP,,
Image saved,decoded_image_819993370287424308.jpg,,,,,,
Image saved,decoded_image_-8325911347581780784.jpg,,,,,,
Image saved,decoded_image_-1516709540100024042.jpg,,,,,,
,,2024-11-17T18:24:15.017252,user_81,136.142.181.138,START,,
,,2024-11-19T16:08:45.017256,user_758,117.249.101.151,STOP,,
,,2024-11-18T04:02:10.017261,user_509,42.95.210.22,ERROR,,
,,2024-11-19T04:54:16.017264,user_930,86.210.247.105,,purchase,"{'item_id': 2933, 'quantity': 2, 'price': 283.99}"
Image saved,decoded_image_-1554058292137668966.jpg,,,,,,
Image saved,decoded_image_8198234504087601899.jpg,,,,,,
,,2024-11-18T10:54:30.017286,user_87,69.166.35.95,,logout,"{'item_id': 4473, 'quantity': 5, 'price': 143.42}"
,,2024-11-19T02:35:09.017295,user_63,8.9.37.105,START,,
,,2024-11-19T04:51:09.017300,user_162,92.81.127.213,STOP,,
Image saved,decoded_image_-6333262028130932023.jpg,,,,,,
Image saved,decoded_image_5653463560962454345.jpg,,,,,,
Image saved,decoded_image_2653769302695378032.jpg,,,,,,
,,2024-11-19T07:38:48.017341,user_206,144.172.141.151,STOP,,
,,2024-11-19T15:53:45.017352,user_437,108.194.134.153,ERROR,,
,,2024-11-18T20:56:53.017356,user_775,134.240.62.96,,logout,"{'item_id': 3138, 'quantity': 3, 'price': 62.05}"
,,2024-11-18T09:58:47.017361,user_192,118.112.133.116,START,,
,,2024-11-18T10:51:34.017365,user_911,174.87.74.143,START,,
Image saved,decoded_image_-1125473958716447245.jpg,,,,,,
,,2024-11-18T03:41:59.017378,user_312,14.130.137.154,START,,
Image saved,decoded_image_7337381820579469114.jpg,,,,,,
,,2024-11-19T00:09:59.017389,user_928,91.57.161.173,STOP,,
Image saved,decoded_image_2349174186758268697.jpg,,,,,,
,,2024-11-18T23:41:40.017398,user_357,135.182.235.128,STOP,,
Image saved,decoded_image_7761744018759716842.jpg,,,,,,
,,2024-11-18T20:28:14.017418,user_303,83.187.217.107,ERROR,,
,,2024-11-19T11:58:39.017421,user_738,216.142.218.58,,login,"{'item_id': 2485, 'quantity': 2, 'price': 628.33}"
,,2024-11-18T11:41:16.017426,user_985,31.135.154.50,ERROR,,
,,2024-11-19T08:31:15.017432,user_618,218.186.109.30,,login,"{'item_id': 3749, 'quantity': 4, 'price': 618.68}"
,,2024-11-18T04:00:31.017443,user_882,40.91.226.194,STOP,,
,,2024-11-18T17:50:25.017449,user_696,44.72.201.32,START,,
,,2024-11-18T07:20:07.017452,user_470,35.56.153.155,,error,"{'item_id': 6102, 'quantity': 1, 'price': 240.69}"
,,2024-11-17T19:39:52.017468,user_314,83.197.218.253,,purchase,"{'item_id': 5690, 'quantity': 4, 'price': 841.71}"
,,2024-11-18T07:43:56.017482,user_545,179.241.59.35,STOP,,
,,2024-11-19T13:23:06.017487,user_831,44.227.101.253,ERROR,,
,,2024-11-18T23:33:33.017494,user_485,179.74.219.86,,error,"{'item_id': 2771, 'quantity': 1, 'price': 580.1}"
,,2024-11-19T15:30:22.017518,user_260,166.45.67.175,ERROR,,
,,2024-11-18T18:16:40.017521,user_477,205.124.8.123,,login,"{'item_id': 5062, 'quantity': 4, 'price': 485.55}"
,,2024-11-18T03:13:40.017527,user_111,19.130.27.70,,error,"{'item_id': 7844, 'quantity': 1, 'price': 576.62}"
,,2024-11-17T20:25:21.017532,user_406,77.36.28.38,,purchase,"{'item_id': 7152, 'quantity': 2, 'price': 323.36}"
Image saved,decoded_image_3619643081762066187.jpg,,,,,,
,,2024-11-19T09:56:24.017549,user_434,214.233.219.171,,login,"{'item_id': 4960, 'quantity': 1, 'price': 732.66}"
Image saved,decoded_image_-5756579366059146095.jpg,,,,,,
,,2024-11-18T12:30:44.017570,user_697,116.221.91.124,STOP,,
Image saved,decoded_image_371174108453996992.jpg,,,,,,
Image saved,decoded_image_-622748969826377494.jpg,,,,,,
,,2024-11-17T19:46:11.017602,user_255,39.115.14.146,STOP,,
,,2024-11-17T17:14:12.017607,user_523,98.110.36.179,,purchase,"{'item_id': 4969, 'quantity': 1, 'price': 561.03}"
,,2024-11-19T06:48:57.017614,user_390,149.38.127.180,START,,
,,2024-11-18T14:32:34.017617,user_944,159.110.175.5,ERROR,,
,,2024-11-17T22:02:40.017630,user_839,65.19.189.199,,purchase,"{'item_id': 8448, 'quantity': 1, 'price': 514.47}"
,,2024-11-17T23:08:25.017641,user_528,255.12.127.61,STOP,,
,,2024-11-18T14:03:24.017649,user_861,150.80.199.74,START,,
,,2024-11-17T23:06:11.017652,user_783,132.85.180.199,ERROR,,
,,2024-11-18T07:32:12.017655,user_703,47.229.244.39,START,,
Image saved,decoded_image_-811759544541580619.jpg,,,,,,
,,2024-11-19T02:57:48.017664,user_883,17.68.162.140,,purchase,"{'item_id': 2348, 'quantity': 5, 'price': 420.15}"
,,2024-11-18T11:34:30.017675,user_476,179.207.7.154,STOP,,
Image saved,decoded_image_4585822318944893088.jpg,,,,,,
,,2024-11-17T18:19:23.017685,user_70,17.240.55.189,,login,"{'item_id': 5893, 'quantity': 2, 'price': 367.69}"
,,2024-11-18T10:08:41.017698,user_207,50.233.77.131,,error,"{'item_id': 5829, 'quantity': 5, 'price': 828.59}"
,,2024-11-18T12:02:23.017720,user_718,2.199.210.11,ERROR,,
,,2024-11-19T13:01:01.017723,user_467,61.36.26.14,ERROR,,
,,2024-11-18T07:12:48.017726,user_301,160.132.129.27,STOP,,
,,2024-11-17T19:57:03.017729,user_194,59.82.206.236,,update,"{'item_id': 4837, 'quantity': 4, 'price': 75.79}"
,,2024-11-19T10:33:31.017735,user_665,105.247.217.225,,purchase,"{'item_id': 2741, 'quantity': 4, 'price': 739.26}"
,,2024-11-18T19:38:42.017742,user_593,42.100.36.47,START,,
,,2024-11-19T16:52:31.017746,user_392,213.152.110.148,ERROR,,
Image saved,decoded_image_626640069957499782.jpg,,,,,,
Image saved,decoded_image_4858209310982745954.jpg,,,,,,
Image saved,decoded_image_8325955235593608640.jpg,,,,,,
,,2024-11-17T21:52:46.017777,user_237,108.27.112.98,ERROR,,
,,2024-11-19T04:17:20.017793,user_764,172.235.153.99,START,,
,,2024-11-17T18:50:05.017804,user_788,174.158.163.178,,update,"{'item_id': 8331, 'quantity': 4, 'price': 769.14}"
,,2024-11-18T05:59:00.017809,user_802,213.233.149.237,ERROR,,
,,2024-11-18T03:39:04.017812,user_786,236.96.96.247,STOP,,
,,2024-11-17T23:58:06.017821,user_319,190.118.232.211,START,,
,,2024-11-18T14:34:25.017830,user_212,134.223.150.129,START,,
,,2024-11-19T10:33:44.017833,user_51,74.219.26.169,START,,
Image saved,decoded_image_7580608009192611319.jpg,,,,,,
,,2024-11-17T18:14:19.017856,user_642,144.255.216.148,ERROR,,
,,2024-11-18T02:36:39.017865,user_797,123.222.169.44,,update,"{'item_id': 2438, 'quantity': 5, 'price': 387.26}"
Image saved,decoded_image_-7051404304272891378.jpg,,,,,,
,,2024-11-18T13:14:40.017887,user_285,167.68.211.137,ERROR,,
,,2024-11-18T22:38:06.017890,user_557,158.28.147.232,STOP,,
,,2024-11-18T11:59:09.017901,user_366,4.68.117.107,STOP,,
,,2024-11-18T00:57:55.017910,user_165,161.41.94.40,,login,"{'item_id': 4411, 'quantity': 4, 'price': 415.79}"
,,2024-11-18T10:56:24.017915,user_649,161.91.51.48,ERROR,,
,,2024-11-19T03:02:34.017918,user_438,26.94.241.99,,login,"{'item_id': 2490, 'quantity': 2, 'price': 211.63}"
,,2024-11-19T00:02:42.017935,user_411,251.50.27.232,,purchase,"{'item_id': 7538, 'quantity': 3, 'price': 538.6}"
,,2024-11-18T10:31:25.017941,user_732,204.102.154.52,,purchase,"{'item_id': 3311, 'quantity': 5, 'price': 970.77}"
Image saved,decoded_image_337305411631883195.jpg,,,,,,
,,2024-11-18T15:06:28.017969,user_89,235.86.146.124,START,,
Image saved,decoded_image_-8908676168823112536.jpg,,,,,,
,,2024-11-19T12:27:57.017993,user_910,172.140.254.234,,purchase,"{'item_id': 2996, 'quantity': 1, 'price': 351.3}"
Image saved,decoded_image_-1249847209647323035.jpg,,,,,,
Image saved,decoded_image_3792551933989734720.jpg,,,,,,
,,2024-11-19T09:58:13.018013,user_322,184.217.171.22,,logout,"{'item_id': 5841, 'quantity': 5, 'price': 448.27}"
Image saved,decoded_image_-5622486328815763907.jpg,,,,,,
Image saved,decoded_image_4697473743353581416.jpg,,,,,,
Image saved,decoded_image_-2496499499726235392.jpg,,,,,,
,,2024-11-18T07:37:27.018053,user_200,130.167.171.135,START,,
,,2024-11-19T14:30:53.018062,user_986,89.51.223.172,START,,
,,2024-11-18T04:34:23.018074,user_565,112.221.185.56,,purchase,"{'item_id': 8702, 'quantity': 1, 'price': 20.83}"
,,2024-11-17T23:30:04.018087,user_373,143.251.166.214,,login,"{'item_id': 4550, 'quantity': 2, 'price': 256.56}"
,,2024-11-18T11:42:35.018093,user_33,207.56.68.167,ERROR,,
Image saved,decoded_image_4556017795401625622.jpg,,,,,,
,,2024-11-18T20:35:10.018106,user_829,244.174.106.68,,login,"{'item_id': 7071, 'quantity': 1, 'price': 671.03}"
Image saved,decoded_image_-2706993509393137558.jpg,,,,,,
,,2024-11-19T00:53:15.018117,user_699,189.90.160.245,ERROR,,
,,2024-11-18T20:40:04.018121,user_625,237.66.177.211,,logout,"{'item_id': 6847, 'quantity': 2, 'price': 862.82}"
Image saved,decoded_image_550540334030751227.jpg,,,,,,
,,2024-11-18T01:32:45.018141,user_784,83.148.49.73,STOP,,
Image saved,decoded_image_5208885901748133538.jpg,,,,,,
Image saved,decoded_image_6995085444081087074.jpg,,,,,,
,,2024-11-19T14:45:52.018167,user_412,227.115.84.148,,update,"{'item_id': 4201, 'quantity': 4, 'price': 251.41}"
,,2024-11-19T10:54:01.018172,user_973,230.189.46.134,START,,
Image saved,decoded_image_3387802869213663133.jpg,,,,,,
,,2024-11-18T07:02:01.018189,user_230,244.41.51.143,START,,
,,2024-11-19T03:41:26.018196,user_223,82.184.117.50,,login,"{'item_id': 8544, 'quantity': 3, 'price': 268.86}"
,,2024-11-18T05:09:02.018215,user_775,130.156.118.200,START,,
,,2024-11-18T15:32:57.018218,user_106,131.126.135.113,STOP,,
,,2024-11-18T14:12:21.018222,user_539,137.26.155.13,START,,
Image saved,decoded_image_5479755273362869683.jpg,,,,,,
,,2024-11-18T06:19:20.018231,user_161,214.57.25.191,,logout,"{'item_id': 1524, 'quantity': 3, 'price': 112.32}"
Image saved,decoded_image_-6607236689729524726.jpg,,,,,,
,,2024-11-19T00:28:15.018260,user_291,174.21.71.18,START,,
,,2024-11-19T10:24:22.018263,user_322,144.203.9.116,,update,"{'item_id': 5268, 'quantity': 1, 'price': 430.37}"
Image saved,decoded_image_-6544205672693467435.jpg,,,,,,
Image saved,decoded_image_-5357370982258901894.jpg,,,,,,
Image saved,decoded_image_1712345850560234140.jpg,,,,,,
Image saved,decoded_image_-3342242568154483400.jpg,,,,,,
,,2024-11-17T21:58:59.018304,user_494,199.181.229.50,STOP,,
,,2024-11-19T09:55:58.018320,user_855,48.146.128.229,,purchase,"{'item_id': 9196, 'quantity': 3, 'price': 201.97}"
,,2024-11-18T11:06:47.018334,user_410,144.201.87.111,ERROR,,
Image saved,decoded_image_1521998612996390614.jpg,,,,,,
,,2024-11-17T21:12:36.018347,user_624,245.188.37.233,,update,"{'item_id': 3105, 'quantity': 1, 'price': 768.05}"
Image saved,decoded_image_-6518683692585557530.jpg,,,,,,
,,2024-11-18T11:52:50.018375,user_203,119.5.115.244,STOP,,
,,2024-11-19T16:57:00.018378,user_112,224.227.42.253,,login,"{'item_id': 7827, 'quantity': 2, 'price': 883.07}"
Image saved,decoded_image_-2614603087481450641.jpg,,,,,,
,,2024-11-19T03:33:01.018392,user_262,189.173.44.120,,login,"{'item_id': 4917, 'quantity': 1, 'price': 816.53}"
,,2024-11-18T22:27:42.018399,user_207,208.211.198.81,,error,"{'item_id': 7173, 'quantity': 2, 'price': 574.81}"
,,2024-11-18T09:28:56.018412,user_1000,216.116.241.91,,login,"{'item_id': 9480, 'quantity': 1, 'price': 658.68}"
,,2024-11-18T09:09:00.018422,user_930,163.156.125.193,START,,
Image saved,decoded_image_2156009436304694824.jpg,,,,,,
,,2024-11-18T18:46:01.018432,user_149,245.187.147.118,ERROR,,
,,2024-11-19T01:04:22.018449,user_492,231.187.221.72,ERROR,,
Image saved,decoded_image_1906116870118269960.jpg,,,,,,
Image saved,decoded_image_3468657017005687736.jpg,,,,,,
Image saved,decoded_image_1199892487812903794.jpg,,,,,,
,,2024-11-18T05:15:39.018504,user_197,209.203.111.96,,logout,"{'item_id': 6649, 'quantity': 3, 'price': 398.43}"
Image saved,decoded_image_-6199535902576538101.jpg,,,,,,
Image saved,decoded_image_5763537737062730808.jpg,,,,,,
,,2024-11-18T22:07:43.018543,user_752,4.202.191.145,,error,"{'item_id': 4818, 'quantity': 4, 'price': 856.23}"
Image saved,decoded_image_-3933924471234859431.jpg,,,,,,
Image saved,decoded_image_-1958012042470051292.jpg,,,,,,
Image saved,decoded_image_8002117939017406626.jpg,,,,,,
,,2024-11-17T17:33:51.018583,user_210,99.188.84.228,START,,
,,2024-11-17T22:34:23.018594,user_367,20.39.3.73,ERROR,,
,,2024-11-17T19:24:56.018605,user_101,41.1.165.112,START,,
,,2024-11-17T21:59:38.018608,user_161,240.186.135.148,,login,"{'item_id': 2467, 'quantity': 4, 'price': 123.08}"
Image saved,decoded_image_-3272488054860421796.jpg,,,,,,
,,2024-11-18T22:39:00.018624,user_913,8.163.85.193,,purchase,"{'item_id': 3205, 'quantity': 1, 'price': 849.86}"
Image saved,decoded_image_7775098377940466036.jpg,,,,,,
,,2024-11-17T17:09:19.018641,user_731,3.119.41.98,STOP,,
,,2024-11-19T01:03:10.018648,user_786,250.190.107.100,,error,"{'item_id': 4204, 'quantity': 4, 'price': 409.54}"
,,2024-11-19T06:28:15.018653,user_296,177.86.52.213,STOP,,
,,2024-11-19T08:51:42.018658,user_139,160.10.154.23,ERROR,,
,,2024-11-18T20:33:22.018661,user_495,82.190.245.174,ERROR,,
,,2024-11-19T16:39:45.018670,user_238,182.49.183.123,START,,
,,2024-11-19T01:50:38.018680,user_181,64.231.144.162,STOP,,
Image saved,decoded_image_7016546598348334692.jpg,,,,,,
,,2024-11-19T13:18:09.018699,user_478,215.230.215.182,,login,"{'item_id': 5155, 'quantity': 2, 'price': 477.12}"
,,2024-11-18T21:36:25.018705,user_669,2.114.22.70,ERROR,,
,,2024-11-18T08:37:30.018708,user_238,96.82.47.175,STOP,,
Image saved,decoded_image_7859106124516547616.jpg,,,,,,
,,2024-11-18T21:14:03.018721,user_81,60.94.197.175,STOP,,
Image saved,decoded_image_2743273807489049926.jpg,,,,,,
,,2024-11-19T02:16:51.018736,user_370,58.230.223.5,,purchase,"{'item_id': 1673, 'quantity': 3, 'price': 37.21}"
Image saved,decoded_image_-623100260218445530.jpg,,,,,,
,,2024-11-19T13:35:55.018747,user_361,158.22.154.202,STOP,,
Image saved,decoded_image_-817458893342406361.jpg,,,,,,
,,2024-11-18T21:49:02.018758,user_683,50.45.77.59,START,,
Image saved,decoded_image_2688741117706939487.jpg,,,,,,
,,2024-11-17T18:00:25.018792,user_116,141.188.134.156,START,,
Image saved,decoded_image_3035656757563229089.jpg,,,,,,
,,2024-11-18T16:44:27.018808,user_266,116.107.11.202,START,,
,,2024-11-18T16:33:22.018818,user_926,17.230.204.162,STOP,,
,,2024-11-18T08:44:39.018821,user_983,66.45.45.147,ERROR,,
Image saved,decoded_image_-2623104226263400603.jpg,,,,,,
Image saved,decoded_image_8755936581958398351.jpg,,,,,,
,,2024-11-19T11:13:18.018858,user_706,240.173.85.18,,error,"{'item_id': 4567, 'quantity': 3, 'price': 881.32}"
Image saved,decoded_image_5384470826944246452.jpg,,,,,,
,,2024-11-18T14:34:44.018871,user_971,125.132.55.83,,logout,"{'item_id': 4540, 'quantity': 2, 'price': 945.57}"
,,2024-11-18T18:01:03.018885,user_455,58.203.12.96,START,,
,,2024-11-17T20:34:43.018896,user_181,160.15.92.12,,error,"{'item_id': 9146, 'quantity': 4, 'price': 677.4}"
Image saved,decoded_image_8935367754486795488.jpg,,,,,,
Image saved,decoded_image_-798601554325202601.jpg,,,,,,
